train_loss,epoch,step
2.399538993835449,0,49
2.120429039001465,0,99
2.4096031188964844,0,149
2.595974922180176,0,199
2.184375286102295,0,249
2.4327995777130127,0,299
2.3387296199798584,0,349
2.4161534309387207,0,399
2.38936710357666,0,449
2.4028000831604004,0,499
2.3334953784942627,0,549
2.097121000289917,0,599
2.370712995529175,0,649
2.1438040733337402,0,699
2.29679274559021,0,749
2.234269618988037,0,799
1.8928110599517822,0,849
2.224984645843506,0,899
2.5064444541931152,0,949
2.3223774433135986,0,999
2.0602285861968994,0,1049
1.9661242961883545,0,1099
2.4110965728759766,0,1149
2.563962697982788,0,1199
1.978242039680481,0,1249
2.417707920074463,0,1299
2.316375732421875,0,1349
1.9873300790786743,0,1399
2.617805242538452,0,1449
2.7094430923461914,0,1499
2.3182382583618164,0,1549
2.196441411972046,0,1599
2.389594554901123,0,1649
2.0419249534606934,0,1699
1.8207192420959473,0,1749
2.387103796005249,0,1799
2.122969388961792,0,1849
2.2234508991241455,0,1899
2.273679733276367,0,1949
2.160487413406372,0,1999
2.224817991256714,0,2049
2.338904857635498,0,2099
2.278907299041748,0,2149
2.0489063262939453,0,2199
2.0583982467651367,0,2249
2.4653408527374268,0,2299
2.2354226112365723,0,2349
2.1255292892456055,0,2399
2.802070140838623,0,2449
2.521282434463501,0,2499
1.8981956243515015,0,2549
2.75144100189209,0,2599
2.0144155025482178,0,2649
2.2614850997924805,0,2699
2.1761813163757324,0,2749
2.207960605621338,0,2799
2.1731209754943848,0,2849
2.241438865661621,0,2899
2.4114155769348145,0,2949
3.139591693878174,0,2999
1.841691493988037,0,3049
2.8432083129882812,0,3099
1.248704433441162,0,3149
1.6397392749786377,0,3199
1.7817893028259277,0,3249
1.9913409948349,0,3299
2.11807918548584,0,3349
2.143989324569702,0,3399
1.2722275257110596,0,3449
1.6488711833953857,0,3499
1.7985239028930664,0,3549
2.019444465637207,0,3599
2.177431583404541,0,3649
2.2243103981018066,0,3699
2.834019899368286,0,3749
2.076805830001831,0,3799
2.0103607177734375,0,3849
2.1952638626098633,0,3899
2.026587963104248,0,3949
1.8612236976623535,0,3999
2.710160732269287,0,4049
2.2455520629882812,0,4099
1.7676353454589844,0,4149
1.986133098602295,0,4199
1.5403984785079956,0,4249
2.8376383781433105,0,4299
2.05749249458313,0,4349
2.656416416168213,0,4399
2.17946720123291,0,4449
2.2732462882995605,0,4499
2.178044319152832,0,4549
1.0771337747573853,0,4599
0.8287491798400879,0,4649
2.4070048332214355,0,4699
2.0161783695220947,0,4749
